T,800 ℃,800 ℃,800 ℃,950 ℃,950 ℃,950 ℃
δ,0.25-0.375,0.3125-0.4375,0.375-0.5,0.25-0.375,0.3125-0.4375,0.375-0.5
Sr0.125Sm0.875Fe0.5Cu0.25Mn0.25,2.04616,2.22041,2.39467,1.87497,2.04968,2.22439
Sr0.125Sm0.875Fe0.5Mg0.375Ti0.125,1.98426,2.00849,2.03272,1.85423,1.85541,1.85661
Sr0.125Sm0.875Fe0.5Mn0.25Mg0.25,2.0999,2.1356,2.1713,1.95122,1.97536,1.9995
Sr0.125Sm0.875Fe0.5Mn0.25Ni0.25,2.07022,2.2804,2.49058,1.92246,2.12085,2.31926
Sr0.125Sm0.875Fe0.625Cu0.25Ni0.125,2.05297,2.1988,2.34464,1.91641,2.05087,2.18534
Sr0.125Sm0.875Fe0.625Cu0.25Ti0.125,2.25406,2.33353,2.41299,2.10257,2.17518,2.24779
Sr0.125Sm0.875Fe0.625Mg0.25Ni0.125,2.06486,2.04943,2.03399,1.94601,1.90822,1.87043
Sr0.125Sm0.875Fe0.625Mg0.25Ti0.125,2.2318,2.21505,2.19831,2.09423,2.0617,2.02918
Sr0.125Sm0.875Fe0.625Mn0.25Mg0.125,2.0153,2.27459,2.53389,1.85194,2.11245,2.37296
Sr0.125Sm0.875Fe0.625Mn0.25Ni0.125,2.15001,2.35554,2.56107,2.01345,2.2072,2.40095
Sr0.125Sm0.875Fe0.625Mn0.25Ti0.125,2.216,2.4411,2.66621,2.0567,2.27808,2.49946
Sr0.125Sm0.875Fe0.625Ni0.25Ti0.125,2.19686,2.40608,2.61529,2.06692,2.25479,2.44267
Sr0.125Sm0.875Fe0.75Cu0.125Ni0.125,2.16898,2.2475,2.32601,2.01042,2.09083,2.17123
Sr0.125Sm0.875Fe0.75Cu0.125Ti0.125,2.26439,2.28879,2.31319,2.07586,2.11077,2.14568
Sr0.125Sm0.875Fe0.75Mg0.125Ni0.125,2.18738,2.37328,2.55918,2.07789,2.25017,2.42246
Sr0.125Sm0.875Fe0.75Mg0.125Ti0.125,2.21882,2.36794,2.51708,2.05658,2.21306,2.36953
Sr0.125Sm0.875Fe0.75Mn0.125Ti0.125,2.00159,2.32446,2.64732,1.84339,2.16228,2.48118
Sr0.125Sm0.875Fe0.75Ni0.125Ti0.125,2.47282,2.52627,2.57972,2.36706,2.39522,2.42338
Sr0.125Sm0.875Mg0.125Ni0.25Ti0.125,2.42219,2.26083,2.09947,2.27345,2.10288,1.93231
Sr0.125Sm0.875Mg0.375Ni0.375Ti0.25,2.42983,2.33522,2.24062,2.28223,2.17877,2.07531
Sr0.125Sm0.875Mg0.5Ni0.25Ti0.25,2.41372,2.35712,2.30052,2.26783,2.20425,2.14066
Sr0.125Sm0.875Mn0.125Mg0.125Ni0.25,2.26004,2.13755,2.01506,2.10365,1.97582,1.848
Sr0.125Sm0.875Mn0.125Mg0.25Ti0.125,2.42645,2.24293,2.05941,2.27202,2.08131,1.8906
Sr0.125Sm0.875Mn0.125Ni0.25Ti0.125,2.45755,2.31465,2.17175,2.30261,2.15346,2.00431
Sr0.125Sm0.875Mn0.25Mg0.125Ni0.125,2.51051,2.3005,2.09049,2.35197,2.14011,1.92825
Sr0.125Sm0.875Mn0.25Mg0.125Ti0.125,2.57462,2.40035,2.22608,2.40693,2.2347,2.06247
Sr0.125Sm0.875Mn0.25Mg0.5Ti0.25,2.46668,2.41027,2.35386,2.31788,2.25569,2.1935
Sr0.125Sm0.875Mn0.25Ni0.125Ti0.125,2.65726,2.44156,2.22586,2.50203,2.28146,2.0609
Sr0.125Sm0.875Mn0.375Mg0.375Ti0.25,2.61971,2.52783,2.43594,2.46544,2.36927,2.2731
Sr0.125Sm0.875Mn0.5Mg0.25Ni0.25,2.67469,2.36899,2.06329,2.50426,2.2002,1.89613
Sr0.125Sm0.875Mn0.5Mg0.375Ti0.125,2.1679,2.09351,2.01912,2.00613,1.93293,1.85973
Sr0.125Y0.25Sm0.625Co0.125Mn0.875,2.02854,2.13601,2.24349,1.85218,1.96496,2.07773
Sr0.125Y0.25Sm0.625Co0.25Mn0.75,2.03697,2.15753,2.27809,1.86239,1.98836,2.11432
Sr0.125Y0.25Sm0.625Co0.375Mn0.625,2.04568,2.15608,2.26647,1.87245,1.98708,2.10171
Sr0.125Y0.25Sm0.625Fe0.375Mn0.625,2.17254,2.28899,2.40545,2.00344,2.12277,2.24211
Sr0.125Y0.25Sm0.625Fe0.625Mn0.375,2.14594,2.25499,2.36404,2.01065,2.10458,2.19852
Sr0.125Y0.25Sm0.625Mn0.75Mg0.25,2.00007,2.03345,2.06683,1.83102,1.86558,1.90014
Sr0.125Y0.25Sm0.625Mn0.75Ni0.25,2.0394,2.08122,2.12304,1.86789,1.91246,1.95702
Sr0.125Y0.25Sm0.625Mn0.875Mg0.125,2.02528,2.14811,2.27094,1.84591,1.97575,2.1056
Sr0.125Y0.25Sm0.625Mn0.875Ni0.125,2.01704,2.12171,2.22638,1.83921,1.94956,2.05991
Sr0.125Y0.25Sm0.625Mn0.875Ti0.125,2.14988,2.25585,2.36181,1.97698,2.08641,2.19584
Sr0.125Y0.375Sm0.5Co0.125Mn0.875,2.11442,2.15749,2.20056,1.94044,1.98677,2.03309
Sr0.125Y0.375Sm0.5Co0.25Mn0.75,2.0847,2.14116,2.19762,1.90954,1.97215,2.03475
Sr0.125Y0.375Sm0.5Co0.375Mn0.625,2.05411,2.10312,2.15213,1.88141,1.93645,1.99149
Sr0.125Y0.375Sm0.5Cu0.125Mn0.875,2.10205,2.11249,2.12293,1.92586,1.94046,1.95506
Sr0.125Y0.375Sm0.5Cu0.25Mn0.75,2.01044,2.01223,2.01402,1.83768,1.8437,1.84972
Sr0.125Y0.375Sm0.5Fe0.375Mn0.625,2.2062,2.26582,2.32544,2.04076,2.09876,2.15677
Sr0.125Y0.375Sm0.5Fe0.625Mn0.375,1.98971,2.12356,2.25741,1.83731,1.96436,2.09141
Sr0.125Y0.375Sm0.5Fe0.875Ti0.125,2.05059,2.15635,2.26212,1.90566,2.0027,2.09975
Sr0.125Y0.375Sm0.5Mn0.75Mg0.25,2.0026,2.04553,2.08845,1.83465,1.87834,1.92203
Sr0.125Y0.375Sm0.5Mn0.75Ni0.25,2.0087,2.03762,2.06654,1.83772,1.87005,1.90239
Sr0.125Y0.375Sm0.5Mn0.875Mg0.125,2.06336,2.16725,2.27113,1.88675,1.99598,2.10522
Sr0.125Y0.375Sm0.5Mn0.875Ni0.125,2.11202,2.15725,2.20249,1.9357,1.98481,2.03392
Sr0.125Y0.375Sm0.5Mn0.875Ti0.125,2.24766,2.27599,2.30433,2.07467,2.10585,2.13703
Sr0.125Y0.5Sm0.375Co0.125Mn0.875,2.02985,2.07417,2.11849,1.85922,1.9024,1.94558
Sr0.125Y0.5Sm0.375Cu0.125Mn0.875,2.01036,2.06104,2.11172,1.83894,1.88727,1.93559
Sr0.125Y0.5Sm0.375Mn0.875Mg0.125,2.02481,2.1077,2.19059,1.85415,1.93543,2.01672
Sr0.125Y0.5Sm0.375Mn0.875Ni0.125,2.06019,2.1098,2.1594,1.88873,1.93714,1.98555
Sr0.125Y0.5Sm0.375Mn0.875Ti0.125,2.20314,2.21675,2.23036,2.03844,2.04859,2.05875
Sr0.125Y0.625Sm0.25Co0.125Mn0.875,2.35892,2.26178,2.16464,2.18773,2.09014,1.99255
Sr0.125Y0.625Sm0.25Co0.25Mn0.75,2.03303,2.13303,2.23302,1.86006,1.9629,2.06575
Sr0.125Y0.625Sm0.25Co0.75Ti0.25,2.07219,2.31014,2.54809,1.92872,2.15807,2.38742
Sr0.125Y0.625Sm0.25Cu0.125Mn0.875,2.37472,2.25223,2.12975,2.20245,2.07872,1.95498
Sr0.125Y0.625Sm0.25Fe0.125Mn0.875,2.16579,2.29396,2.42214,1.99592,2.11831,2.24069
Sr0.125Y0.625Sm0.25Fe0.875Ti0.125,1.98475,2.07954,2.17433,1.8648,1.93198,1.99918
Sr0.125Y0.625Sm0.25Mn0.875Mg0.125,2.38414,2.26375,2.14336,2.21299,2.09137,1.96973
Sr0.125Y0.625Sm0.25Mn0.875Ni0.125,2.39357,2.25614,2.11872,2.22298,2.08432,1.94566
Sr0.125Y0.625Sm0.25Mn0.875Ti0.125,2.58118,2.40278,2.22437,2.41735,2.23487,2.0524
Sr0.125Y0.75Sm0.125Co0.125Mn0.875,2.02815,2.16922,2.31029,1.85957,1.99951,2.13946
Sr0.125Y0.75Sm0.125Cu0.125Mn0.875,2.0156,2.14699,2.27837,1.8447,1.97545,2.1062
Sr0.125Y0.75Sm0.125Mn0.875Mg0.125,2.04188,2.16715,2.29241,1.8717,1.99641,2.12111
Sr0.125Y0.75Sm0.125Mn0.875Ni0.125,2.05088,2.15364,2.2564,1.8814,1.98348,2.08556
Sr0.125Y0.75Sm0.125Mn0.875Ti0.125,2.28519,2.31416,2.34313,2.12138,2.14821,2.17503
Sr0.125Y0.875Co0.25Mn0.5Ni0.25,2.6759,2.33777,1.99965,2.50584,2.16863,1.83141
Sr0.125Y0.875Fe0.125Co0.125Mn0.75,2.61706,2.47967,2.34228,2.44969,2.30607,2.16245
Sr0.125Y0.875Fe0.125Co0.25Mn0.625,2.45992,2.43611,2.41231,2.28863,2.26297,2.2373
Sr0.125Y0.875Fe0.125Co0.375Mn0.5,2.42251,2.45527,2.48804,2.25187,2.28308,2.3143
Sr0.125Y0.875Fe0.125Co0.5Mn0.375,2.32621,2.29521,2.26421,2.15888,2.12778,2.09667
Sr0.125Y0.875Fe0.125Cu0.125Mn0.75,2.58943,2.45701,2.32459,2.42051,2.28227,2.14403
Sr0.125Y0.875Fe0.125Cu0.25Mn0.625,2.31303,2.30022,2.2874,2.14124,2.12802,2.1148
Sr0.125Y0.875Fe0.125Mn0.375Ni0.5,2.11009,2.06193,2.01378,1.94677,1.90151,1.85624
Sr0.125Y0.875Fe0.125Mn0.5Ni0.375,2.21135,2.31728,2.42321,2.04471,2.14836,2.25201
Sr0.125Y0.875Fe0.125Mn0.625Ni0.25,2.35803,2.36282,2.36761,2.19168,2.19265,2.19362
Sr0.125Y0.875Fe0.125Mn0.75Mg0.125,2.47717,2.42603,2.37489,2.31076,2.25451,2.19825
Sr0.125Y0.875Fe0.125Mn0.75Ni0.125,2.63284,2.48267,2.3325,2.46434,2.30842,2.15248
Sr0.125Y0.875Fe0.125Ni0.625Ti0.25,2.5027,2.40723,2.31175,2.34281,2.25155,2.1603
Sr0.125Y0.875Fe0.25Co0.125Mn0.625,2.31171,2.44082,2.56993,2.13856,2.2672,2.39583
Sr0.125Y0.875Fe0.25Co0.125Ti0.125,2.47554,2.28968,2.10383,2.33078,2.13475,1.93871
Sr0.125Y0.875Fe0.25Co0.25Mn0.5,2.25533,2.44598,2.63664,2.08067,2.27217,2.46366
Sr0.125Y0.875Fe0.25Co0.375Mn0.375,2.16671,2.31167,2.45662,1.99739,2.14475,2.29212
Sr0.125Y0.875Fe0.25Co0.5Mn0.25,2.142,2.21052,2.27904,1.98167,2.04861,2.11555
Sr0.125Y0.875Fe0.25Cu0.125Mn0.625,2.31478,2.41563,2.51648,2.13994,2.24051,2.34107
Sr0.125Y0.875Fe0.25Cu0.25Mn0.5,2.10089,2.30805,2.51522,1.92412,2.13529,2.34646
Sr0.125Y0.875Fe0.25Mg0.125Ti0.125,2.44308,2.23852,2.03396,2.30008,2.08416,1.86825
Sr0.125Y0.875Fe0.25Mn0.125Ti0.125,2.5568,2.29487,2.03293,2.41181,2.13971,1.86762
Sr0.125Y0.875Fe0.25Mn0.5Ni0.25,2.14093,2.39106,2.6412,1.97079,2.22033,2.46986
Sr0.125Y0.875Fe0.25Mn0.625Mg0.125,2.2272,2.39563,2.56406,2.05596,2.22355,2.39113
Sr0.125Y0.875Fe0.25Mn0.625Ni0.125,2.35818,2.44128,2.52438,2.18378,2.26665,2.34952
Sr0.125Y0.875Fe0.375Co0.125Mn0.5,2.05325,2.3031,2.55296,1.87335,2.1325,2.39166
Sr0.125Y0.875Fe0.375Co0.25Mn0.375,2.01,2.20358,2.39716,1.83337,2.03851,2.24364
Sr0.125Y0.875Fe0.375Co0.375Mn0.25,2.14693,2.15813,2.16934,1.97865,1.99798,2.01731
Sr0.125Y0.875Fe0.375Co0.5Cu0.125,2.03304,2.17054,2.30804,1.86837,2.01436,2.16036
Sr0.125Y0.875Fe0.375Co0.5Mn0.125,2.04633,2.20337,2.36041,1.883,2.04787,2.21274
Sr0.125Y0.875Fe0.375Co0.5Ni0.125,2.08744,2.19149,2.29555,1.92523,2.03745,2.14967
Sr0.125Y0.875Fe0.375Co0.5Ti0.125,2.58958,2.33618,2.08278,2.43912,2.18136,1.9236
Sr0.125Y0.875Fe0.375Cu0.125Mn0.5,2.04938,2.27762,2.50586,1.86731,2.10567,2.34403
Sr0.125Y0.875Fe0.375Mn0.5Ni0.125,2.09907,2.30844,2.5178,1.9178,2.1375,2.3572
Sr0.125Y0.875Fe0.375Mn0.5Ti0.125,2.60557,2.41605,2.22654,2.44407,2.25243,2.0608
Sr0.125Y0.875Fe0.5Co0.25Mn0.25,2.14151,2.42608,2.71066,1.96499,2.26011,2.55524
Sr0.125Y0.875Fe0.5Cu0.25Mn0.25,2.09136,2.22597,2.36059,1.91624,2.06152,2.2068
Sr0.125Y0.875Fe0.5Mn0.375Ti0.125,2.7304,2.58408,2.43777,2.56675,2.41957,2.27241
Sr0.125Y0.875Fe0.5Ni0.375Ti0.125,2.36122,2.3358,2.3104,2.22578,2.18357,2.14136
Sr0.125Y0.875Fe0.625Co0.125Mn0.25,2.07723,2.39654,2.71585,1.89155,2.2306,2.56965
Sr0.125Y0.875Fe0.625Co0.25Ti0.125,2.50975,2.60255,2.69535,2.35423,2.44121,2.52818
Sr0.125Y0.875Fe0.625Cu0.125Mn0.25,2.205,2.32703,2.44906,2.02061,2.1605,2.30039
Sr0.125Y0.875Fe0.625Mn0.25Mg0.125,2.10023,2.30424,2.50825,1.92155,2.14016,2.35877
Sr0.125Y0.875Fe0.625Mn0.25Ni0.125,2.25179,2.37104,2.4903,2.06968,2.2065,2.34332
Sr0.125Y0.875Fe0.625Ni0.25Ti0.125,2.31872,2.47794,2.63715,2.17855,2.32169,2.46484
Sr0.125Y0.875Fe0.75Co0.125Ti0.125,2.56738,2.41189,2.2564,2.4183,2.25347,2.08865
Sr0.125Y0.875Fe0.75Mg0.125Ti0.125,2.60899,2.39837,2.18776,2.46867,2.24283,2.01699
Sr0.125Y0.875Fe0.75Mn0.125Ni0.125,2.00186,2.29089,2.57992,1.84296,2.13537,2.42778
Sr0.125Y0.875Mn0.5Mg0.125Ni0.375,2.57381,2.29625,2.01869,2.40487,2.12854,1.85221
Sr0.25Ba0.125Sm0.625Mg0.625Ti0.375,2.05725,2.39071,2.72418,1.9382,2.25476,2.57133
Sr0.25Ba0.25La0.5Mg0.625Ti0.375,2.03615,2.33291,2.62968,1.9242,2.20007,2.47594
Sr0.25Ba0.25Sm0.5Mg0.625Ti0.375,1.97397,2.28369,2.59341,1.85302,2.14741,2.44181
Sr0.25Ba0.25Y0.5Mg0.625Ti0.375,2.20378,2.46189,2.71999,2.08174,2.32393,2.56612
Sr0.25Ba0.375K0.375Fe0.125.875,2.31712,2.32747,2.33782,2.1805,2.18345,2.19043
Sr0.25Ba0.375La0.375Fe0.5Ti0.5,2.45966,2.51638,2.57311,2.34232,2.37869,2.41507
Sr0.25Ba0.375Sm0.375Co0.625Ti0.375,2.09112,2.38347,2.67583,1.96815,2.24597,2.5238
Sr0.25Ba0.375Sm0.375Mn0.625Ti0.375,2.08524,2.40014,2.71504,1.95994,2.26197,2.56401
Sr0.25Ba0.375Y0.375Mg0.625Ti0.375,1.98229,2.3082,2.6341,1.85996,2.17317,2.48639
Sr0.25Ba0.5La0.25Co0.625Ti0.375,2.17998,2.45865,2.73732,2.07887,2.32807,2.57727
Sr0.25Ba0.5La0.25Mg0.625Ti0.375,2.17998,2.45865,2.73732,2.07887,2.32807,2.57727
Sr0.25Ba0.625K0.125Co0.5Ti0.5,2.15391,2.38229,2.61066,2.01802,2.24389,2.47
Sr0.25Ba0.625K0.125Cu0.5Ti0.5,2.15391,2.38229,2.61066,2.01802,2.24389,2.47
Sr0.25Ba0.625K0.125Mg0.5Ti0.5,2.15391,2.38229,2.61066,2.01802,2.24389,2.47
Sr0.25Ba0.625K0.125Mn0.5Ti0.5,2.15391,2.38229,2.61066,2.01802,2.24389,2.47
Sr0.25Ba0.625K0.125Ni0.5Ti0.5,2.15391,2.38229,2.61066,2.01802,2.24389,2.47
Sr0.25Ba0.625La0.125Co0.625Ti0.375,2.08839,2.25447,2.42055,1.99178,2.12293,2.25408
Sr0.25Ba0.625La0.125Mg0.625Ti0.375,2.08839,2.25447,2.42055,1.99178,2.12293,2.25408
Sr0.25Ba0.625La0.125Mn0.625Ti0.375,2.09211,2.26152,2.43093,1.99523,2.12977,2.26431
Sr0.25Ba0.625La0.125Ni0.625Ti0.375,2.07866,2.25551,2.43236,1.98221,2.12391,2.26561
Sr0.25Ba0.625Y0.125Co0.5Ti0.5,2.65077,2.69405,2.73733,2.51789,2.55651,2.59514
Sr0.25Ba0.625Y0.125Co0.625Ti0.375,1.93846,2.22339,2.50832,1.85889,2.09572,2.33255
Sr0.25Ba0.625Y0.125Cu0.5Ti0.5,2.65077,2.69405,2.73733,2.51789,2.55651,2.59514
Sr0.25Ba0.625Y0.125Mg0.5Ti0.5,2.65077,2.69405,2.73733,2.51789,2.55651,2.59514
Sr0.25Ba0.625Y0.125Mg0.625Ti0.375,1.93846,2.22339,2.50832,1.85889,2.09572,2.33255
Sr0.25Ba0.625Y0.125Mn0.5Ti0.5,2.65077,2.69405,2.73733,2.51789,2.55651,2.59514
Sr0.25Ba0.625Y0.125Mn0.625Ti0.375,1.94218,2.23044,2.5187,1.86234,2.10256,2.34278
Sr0.25Ba0.625Y0.125Ni0.5Ti0.5,2.65077,2.69405,2.73733,2.51789,2.55651,2.59514
Sr0.25Ba0.75Co0.125Mg0.5Ti0.375,2.20332,2.25516,2.307,2.15018,2.13201,2.11384
Sr0.25Ba0.75Co0.125Mn0.5Ti0.375,2.20332,2.25516,2.307,2.15018,2.13201,2.11384
Sr0.25Ba0.75Co0.125Ni0.5Ti0.375,2.20059,2.25485,2.30911,2.14652,2.13129,2.11607
Sr0.25Ba0.75Co0.25Mg0.375Ti0.375,2.20332,2.25516,2.307,2.15018,2.13201,2.11384
Sr0.25Ba0.75Co0.25Mn0.375Ti0.375,2.20332,2.25516,2.307,2.15018,2.13201,2.11384
Sr0.25Ba0.75Co0.25Ni0.375Ti0.375,2.20059,2.25485,2.30911,2.14652,2.13129,2.11607
Sr0.25Ba0.75Co0.375Cu0.25Ti0.375,2.16323,2.20338,2.24353,2.1074,2.08015,2.0529
Sr0.25Ba0.75Co0.375Mg0.25Ti0.375,2.20332,2.25516,2.307,2.15018,2.13201,2.11384
Sr0.25Ba0.75Co0.375Mn0.25Ti0.375,2.20332,2.25516,2.307,2.15018,2.13201,2.11384
Sr0.25Ba0.75Co0.375Ni0.25Ti0.375,2.20332,2.25516,2.307,2.15018,2.13201,2.11384
Sr0.25Ba0.75Co0.5Cu0.125Ti0.375,2.20332,2.25516,2.307,2.15018,2.13201,2.11384
Sr0.25Ba0.75Co0.5Mg0.125Ti0.375,2.20332,2.25516,2.307,2.15018,2.13201,2.11384
Sr0.25Ba0.75Co0.5Mn0.125Ti0.375,2.20332,2.25516,2.307,2.15018,2.13201,2.11384
Sr0.25Ba0.75Co0.5Ni0.125Ti0.375,2.20332,2.25516,2.307,2.15018,2.13201,2.11384
Sr0.25Ba0.75Cu0.125Mg0.5Ti0.375,2.20332,2.25516,2.307,2.15018,2.13201,2.11384
Sr0.25Ba0.75Cu0.125Mn0.5Ti0.375,2.20332,2.25516,2.307,2.15018,2.13201,2.11384
Sr0.25Ba0.75Cu0.125Ni0.5Ti0.375,2.20059,2.25485,2.30911,2.14652,2.13129,2.11607
Sr0.25Ba0.75Cu0.25Mg0.375Ti0.375,2.16323,2.20338,2.24353,2.1074,2.08015,2.0529
Sr0.25Ba0.75Cu0.25Mn0.375Ti0.375,2.16323,2.20338,2.24353,2.1074,2.08015,2.0529
Sr0.25Ba0.75Cu0.25Ni0.375Ti0.375,2.16049,2.20307,2.24564,2.10374,2.07943,2.05512
Sr0.25Ba0.75Fe0.125Co0.5Ti0.375,2.23281,2.20752,2.18223,2.17388,2.082,1.99013
Sr0.25Ba0.75Fe0.125Mg0.5Ti0.375,2.23286,2.20486,2.17686,2.17502,2.07948,1.98393
Sr0.25Ba0.75Fe0.125Mn0.5Ti0.375,2.23286,2.20486,2.17686,2.17502,2.07948,1.98393
Sr0.25Ba0.75Fe0.125Ni0.5Ti0.375,2.23083,2.19985,2.16886,2.17223,2.07398,1.97573
Sr0.25Ba0.75Fe0.25Co0.375Ti0.375,2.35995,2.22163,2.08332,2.30265,2.09874,1.89482
Sr0.25Ba0.75Fe0.25Mg0.375Ti0.375,2.36,2.21897,2.07794,2.3038,2.09621,1.88863
Sr0.25Ba0.75Fe0.25Mn0.375Ti0.375,2.36,2.21897,2.07794,2.3038,2.09621,1.88863
Sr0.25Ba0.75Fe0.25Ni0.375Ti0.375,2.35797,2.21396,2.06994,2.30101,2.09072,1.88043
Sr0.25Ba0.75Mg0.125Ni0.5Ti0.375,2.20059,2.25485,2.30911,2.14652,2.13129,2.11607
Sr0.25Ba0.75Mg0.25Ni0.375Ti0.375,2.20059,2.25485,2.30911,2.14652,2.13129,2.11607
Sr0.25Ba0.75Mg0.375Ni0.25Ti0.375,2.20332,2.25516,2.307,2.15018,2.13201,2.11384
Sr0.25Ba0.75Mg0.5Ni0.125Ti0.375,2.20332,2.25516,2.307,2.15018,2.13201,2.11384
Sr0.25Ba0.75Mn0.125Mg0.5Ti0.375,2.20332,2.25516,2.307,2.15018,2.13201,2.11384
Sr0.25Ba0.75Mn0.125Ni0.5Ti0.375,2.20059,2.25485,2.30911,2.14652,2.13129,2.11607
Sr0.25Ba0.75Mn0.25Mg0.375Ti0.375,2.20332,2.25516,2.307,2.15018,2.13201,2.11384
Sr0.25Ba0.75Mn0.25Ni0.375Ti0.375,2.20059,2.25485,2.30911,2.14652,2.13129,2.11607
Sr0.25Ba0.75Mn0.375Mg0.25Ti0.375,2.20332,2.25516,2.307,2.15018,2.13201,2.11384
Sr0.25Ba0.75Mn0.375Ni0.25Ti0.375,2.20332,2.25516,2.307,2.15018,2.13201,2.11384
Sr0.25Ba0.75Mn0.5Mg0.125Ti0.375,2.20332,2.25516,2.307,2.15018,2.13201,2.11384
Sr0.25Ba0.75Mn0.5Ni0.125Ti0.375,2.20332,2.25516,2.307,2.15018,2.13201,2.11384
Sr0.25Ca0.125La0.625Mg0.625Ti0.375,2.00024,2.28814,2.57604,1.88658,2.15789,2.42921
Sr0.25Ca0.125La0.625Mn0.75Ti0.25,2.02691,2.29888,2.57084,1.9088,2.16063,2.41246
Sr0.25Ca0.25La0.5Mg0.625Ti0.375,2.04716,2.36913,2.6911,1.93021,2.23548,2.54075
Sr0.25Ca0.25Sm0.5Mg0.625Ti0.375,1.98718,2.34346,2.69973,1.86129,2.20715,2.55301
Sr0.25Ca0.375K0.375Fe0.125.875,2.34391,2.37901,2.41412,2.21073,2.23694,2.26718
Sr0.25Ca0.375Sm0.375Ni0.625Ti0.375,1.98313,2.29344,2.60375,1.84259,2.15283,2.46307
Sr0.25K0.375Sm0.375Fe0.125.875,2.30655,2.43999,2.57343,2.17608,2.29879,2.42536
Sr0.25K0.375Y0.375Fe0.125.875,2.29677,2.40785,2.51892,2.16495,2.26559,2.37018
Sr0.25La0.125Sm0.625Fe0.625Mn0.375,2.00183,2.00627,2.01071,1.90994,1.87678,1.84362
Sr0.25La0.375K0.375Fe0.125.875,2.24767,2.39752,2.54737,2.11967,2.25802,2.4004
Sr0.25La0.5Sm0.25Cu0.625Ti0.375,2.04486,2.21569,2.38653,1.92156,2.07028,2.21899
Sr0.25La0.5Sm0.25Mn0.75Ti0.25,2.12671,2.42794,2.72917,2.01166,2.28888,2.5661
Sr0.25La0.5Y0.25Cu0.625Ti0.375,2.00155,2.21004,2.41853,1.87648,2.0643,2.25212
Sr0.25La0.625K0.125Mn0.75Ti0.25,2.05718,2.37434,2.6915,1.93793,2.23464,2.53143
Sr0.25La0.625Sm0.125Cu0.625Ti0.375,2.10379,2.36271,2.62163,1.97875,2.21755,2.45635
Sr0.25La0.625Sm0.125Mg0.625Ti0.375,2.20648,2.46418,2.72189,2.09595,2.33412,2.57229
Sr0.25La0.625Y0.125Cu0.625Ti0.375,2.10379,2.36271,2.62163,1.97875,2.21755,2.45635
Sr0.25La0.625Y0.125Mg0.625Ti0.375,2.20648,2.46418,2.72189,2.09595,2.33412,2.57229
Sr0.25La0.75Co0.125Cu0.5Ti0.375,2.00813,2.35114,2.69416,1.8978,2.21166,2.52552
Sr0.25La0.75Co0.25Cu0.375Ti0.375,2.03037,2.34063,2.65089,1.91957,2.20161,2.48365
Sr0.25La0.75Co0.375Mn0.375Ti0.25,2.01425,2.36426,2.71428,1.90289,2.22989,2.5569
Sr0.25La0.75Cu0.375Mg0.25Ti0.375,2.03037,2.34063,2.65089,1.91957,2.20161,2.48365
Sr0.25La0.75Cu0.375Mn0.25Ti0.375,2.03037,2.34063,2.65089,1.91957,2.20161,2.48365
Sr0.25La0.75Cu0.375Ni0.25Ti0.375,2.03037,2.34063,2.65089,1.91957,2.20161,2.48365
Sr0.25La0.75Cu0.5Mg0.125Ti0.375,2.00813,2.35114,2.69416,1.8978,2.21166,2.52552
Sr0.25La0.75Cu0.5Mn0.125Ti0.375,2.00813,2.35114,2.69416,1.8978,2.21166,2.52552
Sr0.25La0.75Cu0.5Ni0.125Ti0.375,2.00813,2.35114,2.69416,1.8978,2.21166,2.52552
Sr0.25La0.75Fe0.125Co0.125Mn0.75,1.95569,2.09979,2.24389,1.84715,1.96814,2.08913
Sr0.25La0.75Fe0.125Mn0.5Mg0.375,1.94174,2.12865,2.31557,1.8502,2.00369,2.15718
Sr0.25La0.75Fe0.125Mn0.75Mg0.125,1.97474,2.11385,2.25296,1.86677,1.98325,2.09973
Sr0.25La0.75Fe0.125Mn0.75Ti0.125,1.97241,2.1611,2.34979,1.85277,2.02354,2.19432
Sr0.25La0.75Fe0.375Mg0.375Ti0.25,2.17128,2.42619,2.68109,2.05832,2.29131,2.52429
Sr0.25La0.75Fe0.5Mn0.375Mg0.125,1.93648,2.0977,2.25892,1.86919,1.98411,2.09903
Sr0.25La0.75Mn0.375Ni0.375Ti0.25,1.94396,2.32708,2.7102,1.83795,2.19608,2.5542
Sr0.25Y0.125Sm0.625Fe0.625Mn0.375,2.00183,2.00627,2.01071,1.90994,1.87678,1.84362
Sr0.25Y0.5Sm0.25Cu0.625Ti0.375,1.98202,2.14765,2.31329,1.84117,1.99789,2.1546
Sr0.375Ba0.125La0.5Mg0.625Ti0.375,2.16616,2.39132,2.61648,2.04165,2.25749,2.47333
Sr0.375Ba0.125Sm0.5Mg0.625Ti0.375,2.22701,2.44714,2.66727,2.09228,2.30627,2.52026
Sr0.375Ba0.125Y0.5Cu0.625Ti0.375,2.02446,2.01283,2.00121,1.88196,1.86945,1.85694
Sr0.375Ba0.125Y0.5Fe0.625Ti0.375,2.116,2.38575,2.6555,1.97596,2.2436,2.51124
Sr0.375Ba0.125Y0.5Mg0.625Ti0.375,2.42748,2.58153,2.73557,2.29224,2.44214,2.59204
Sr0.375Ba0.25K0.375Fe0.125.875,2.3275,2.34447,2.36143,2.18979,2.19858,2.21149
Sr0.375Ba0.25Sm0.375Mg0.625Ti0.375,2.1591,2.32864,2.49818,2.03314,2.19097,2.3488
