T,800 ℃,800 ℃,800 ℃,950 ℃,950 ℃,950 ℃
δ,0.25-0.375,0.3125-0.4375,0.375-0.5,0.25-0.375,0.3125-0.4375,0.375-0.5
Sr0.375Ba0.25Sm0.375Ni0.625Ti0.375,2.24113,2.41815,2.59517,2.10948,2.27544,2.44139
Sr0.375Ba0.25Y0.375Mg0.625Ti0.375,2.26374,2.46409,2.66444,2.12784,2.32474,2.52165
Sr0.375Ba0.375La0.25Co0.625Ti0.375,2.16787,2.42792,2.68796,2.04655,2.29492,2.54329
Sr0.375Ba0.375La0.25Mg0.625Ti0.375,2.16787,2.42792,2.68796,2.04655,2.29492,2.54329
Sr0.375Ba0.375La0.25Mn0.625Ti0.375,2.16351,2.42804,2.69256,2.04131,2.29446,2.54761
Sr0.375Ba0.375La0.25Ni0.625Ti0.375,2.14413,2.42346,2.70278,2.02192,2.29004,2.55815
Sr0.375Ba0.5La0.125Co0.625Ti0.375,2.03464,2.24114,2.44765,1.91729,2.10874,2.30019
Sr0.375Ba0.5La0.125Mg0.625Ti0.375,2.03464,2.24114,2.44765,1.91729,2.10874,2.30019
Sr0.375Ba0.5La0.125Mn0.625Ti0.375,2.03836,2.24819,2.45803,1.92075,2.11558,2.31042
Sr0.375Ba0.5La0.125Ni0.625Ti0.375,2.01898,2.24362,2.46825,1.90136,2.11116,2.32096
Sr0.375Ca0.125La0.5Cu0.625Ti0.375,1.99286,2.02691,2.06096,1.85898,1.88119,1.90341
Sr0.375Ca0.125La0.5Mg0.625Ti0.375,2.29648,2.47491,2.65334,2.17001,2.33906,2.50811
Sr0.375Ca0.125La0.5Mn0.75Ti0.25,1.96327,2.19191,2.42055,1.83162,2.04673,2.26185
Sr0.375Ca0.125Sm0.5Mg0.625Ti0.375,2.35401,2.54351,2.73302,2.21573,2.39914,2.58254
Sr0.375Ca0.125Y0.5Cu0.625Ti0.375,2.09323,2.06872,2.04422,1.94257,1.91862,1.89467
Sr0.375Ca0.125Y0.5Fe0.625Ti0.375,2.43118,2.58466,2.73813,2.27789,2.43885,2.5998
Sr0.375Ca0.125Y0.5Mn0.75Ti0.25,2.06148,2.11356,2.16565,1.89837,1.95235,2.00633
Sr0.375Ca0.25K0.375Fe0.125.875,2.33673,2.35906,2.38139,2.19911,2.21292,2.23084
Sr0.375Ca0.25Sm0.375Mg0.625Ti0.375,2.23817,2.3749,2.51164,2.10477,2.23351,2.36224
Sr0.375Ca0.25Sm0.375Ni0.625Ti0.375,2.35978,2.48245,2.60512,2.22068,2.33505,2.44942
Sr0.375Ca0.375La0.25Co0.625Ti0.375,2.29665,2.47718,2.65771,2.15877,2.34117,2.52358
Sr0.375Ca0.375La0.25Mg0.625Ti0.375,2.29665,2.47718,2.65771,2.15877,2.34117,2.52358
Sr0.375Ca0.375La0.25Mn0.625Ti0.375,2.31172,2.47408,2.63645,2.17384,2.33774,2.50164
Sr0.375Ca0.375La0.25Ni0.625Ti0.375,2.29155,2.46659,2.64163,2.15381,2.33063,2.50745
Sr0.375Ca0.375Sm0.25Co0.625Ti0.375,2.0419,2.28417,2.52645,1.89701,2.1475,2.39799
Sr0.375Ca0.375Sm0.25Mg0.625Ti0.375,2.0419,2.28417,2.52645,1.89701,2.1475,2.39799
Sr0.375Ca0.375Sm0.25Mn0.625Ti0.375,2.05697,2.28107,2.50518,1.91209,2.14407,2.37605
Sr0.375Ca0.375Sm0.25Ni0.625Ti0.375,2.03681,2.27358,2.51036,1.89206,2.13696,2.38186
Sr0.375Ca0.375Y0.25Co0.625Ti0.375,2.00928,2.26174,2.5142,1.87262,2.12928,2.38595
Sr0.375Ca0.375Y0.25Mg0.625Ti0.375,1.98882,2.25235,2.51588,1.85164,2.11973,2.38782
Sr0.375Ca0.375Y0.25Mn0.625Ti0.375,2.02434,2.25864,2.49293,1.88769,2.12585,2.36401
Sr0.375Ca0.375Y0.25Ni0.625Ti0.375,1.97815,2.23061,2.48307,1.84151,2.09804,2.35457
Sr0.375Ca0.5La0.125Co0.625Ti0.375,2.16155,2.26055,2.35955,2.01511,2.12322,2.23134
Sr0.375Ca0.5La0.125Mg0.625Ti0.375,2.16155,2.26055,2.35955,2.01511,2.12322,2.23134
Sr0.375Ca0.5La0.125Mn0.625Ti0.375,2.17662,2.25746,2.33829,2.03018,2.11979,2.2094
Sr0.375Ca0.5La0.125Ni0.625Ti0.375,2.15646,2.24996,2.34347,2.01015,2.11268,2.21521
Sr0.375K0.125Sm0.5Mg0.625Ti0.375,1.99278,2.30817,2.62356,1.85082,2.16466,2.47866
Sr0.375K0.125Y0.5Mg0.625Ti0.375,2.19498,2.43334,2.6717,2.05107,2.28935,2.5278
Sr0.375K0.125Y0.5Mn0.75Ti0.25,2.09217,2.18174,2.2713,1.92715,2.01917,2.11126
Sr0.375K0.125Y0.5Ni0.625Ti0.375,2.47258,2.60129,2.72999,2.32099,2.44988,2.57893
Sr0.375K0.375Sm0.25Fe0.125.875,2.33673,2.35906,2.38139,2.19911,2.21292,2.23084
Sr0.375K0.375Y0.25Fe0.125.875,2.35343,2.37925,2.40506,2.21602,2.23314,2.25429
Sr0.375La0.125Sm0.5Cu0.625Ti0.375,2.09946,2.30735,2.51524,1.96106,2.15213,2.34321
Sr0.375La0.125Y0.5Cu0.625Ti0.375,2.2902,2.26551,2.24082,2.13544,2.11446,2.09347
Sr0.375La0.125Y0.5Mn0.75Ti0.25,2.21588,2.29758,2.37928,2.05002,2.13407,2.21812
Sr0.375La0.25K0.375Fe0.125.875,2.33673,2.35906,2.38139,2.19911,2.21292,2.23084
Sr0.375La0.25Sm0.375Cu0.625Ti0.375,2.08589,2.17848,2.27108,1.95466,2.02858,2.1025
Sr0.375La0.25Y0.375Cu0.625Ti0.375,2.18557,2.17603,2.1665,2.04429,2.02956,2.01484
Sr0.375La0.375Sm0.25Cu0.625Ti0.375,2.1956,2.20968,2.22376,2.06441,2.06456,2.0647
Sr0.375La0.375Sm0.25Mn0.75Ti0.25,2.02631,2.31664,2.60698,1.89466,2.17005,2.44544
Sr0.375La0.375Y0.25Cu0.625Ti0.375,2.18272,2.21348,2.24425,2.04889,2.06968,2.09048
Sr0.375La0.5K0.125Mg0.625Ti0.375,1.96551,2.25187,2.53824,1.83774,2.11523,2.39288
Sr0.375La0.5K0.125Mn0.75Ti0.25,2.00506,2.25598,2.5069,1.87239,2.10895,2.34559
Sr0.375La0.5Sm0.125Cu0.625Ti0.375,2.19573,2.22481,2.25388,2.06153,2.07881,2.09608
Sr0.375La0.5Sm0.125Fe0.75Ti0.25,2.08764,2.40155,2.71546,1.95834,2.2589,2.55947
Sr0.375La0.5Sm0.125Mn0.75Ti0.25,2.13332,2.37296,2.61261,2.00186,2.22585,2.44983
Sr0.375La0.5Y0.125Cu0.625Ti0.375,2.17859,2.21734,2.25608,2.04281,2.07089,2.09897
Sr0.375La0.5Y0.125Fe0.75Ti0.25,2.08764,2.40155,2.71546,1.95834,2.2589,2.55947
Sr0.375La0.5Y0.125Mn0.75Ti0.25,2.11756,2.36494,2.61231,1.98584,2.21793,2.45003
Sr0.375La0.625Co0.125Cu0.5Ti0.375,2.17675,2.38477,2.5928,2.03883,2.23733,2.43584
Sr0.375La0.625Co0.125Mn0.625Ti0.25,2.24782,2.40201,2.5562,2.11635,2.25455,2.39274
Sr0.375La0.625Co0.25Cu0.375Ti0.375,2.23196,2.40392,2.57588,2.09572,2.25731,2.41889
Sr0.375La0.625Co0.25Mn0.5Ti0.25,2.22883,2.36233,2.49583,2.10225,2.21694,2.33162
Sr0.375La0.625Co0.375Mn0.375Ti0.25,2.05779,2.19585,2.33392,1.9308,2.05185,2.1729
Sr0.375La0.625Cu0.125Mn0.625Ti0.25,2.23166,2.37376,2.51585,2.10015,2.22638,2.35261
Sr0.375La0.625Cu0.25Mn0.5Ti0.25,2.11509,2.27134,2.42759,1.98864,2.1243,2.25997
Sr0.375La0.625Cu0.375Mg0.25Ti0.375,2.23196,2.40392,2.57588,2.09572,2.25731,2.41889
Sr0.375La0.625Cu0.375Mn0.25Ti0.375,2.23196,2.40392,2.57588,2.09572,2.25731,2.41889
Sr0.375La0.625Cu0.375Ni0.25Ti0.375,2.23196,2.40392,2.57588,2.09572,2.25731,2.41889
Sr0.375La0.625Cu0.5Mg0.125Ti0.375,2.17675,2.38477,2.5928,2.03883,2.23733,2.43584
Sr0.375La0.625Cu0.5Mn0.125Ti0.375,2.17675,2.38477,2.5928,2.03883,2.23733,2.43584
Sr0.375La0.625Cu0.5Ni0.125Ti0.375,2.17675,2.38477,2.5928,2.03883,2.23733,2.43584
Sr0.375La0.625Fe0.125Cu0.5Ti0.375,2.06699,2.3776,2.68822,1.935,2.22747,2.51994
Sr0.375La0.625Fe0.125Mn0.625Ti0.25,2.25817,2.39677,2.53538,2.12738,2.24923,2.37108
Sr0.375La0.625Fe0.25Cu0.375Ti0.375,2.26491,2.46367,2.66243,2.1324,2.31563,2.49887
Sr0.375La0.625Fe0.25Mn0.5Ti0.25,2.23464,2.37404,2.51345,2.11098,2.22802,2.34505
Sr0.375La0.625Fe0.375Mg0.375Ti0.25,2.01325,2.29803,2.58282,1.88213,2.15806,2.43398
Sr0.375La0.625Fe0.375Mn0.375Ti0.25,2.42475,2.5123,2.59984,2.30187,2.36849,2.4351
Sr0.375La0.625Fe0.5Cu0.25Ti0.25,2.13815,2.41795,2.69775,1.99941,2.27302,2.54663
Sr0.375La0.625Fe0.625Mn0.25Ti0.125,2.00734,2.05652,2.1057,1.88426,1.91245,1.94064
Sr0.375La0.625Mn0.375Mg0.375Ti0.25,2.04604,2.19463,2.34323,1.92049,2.0511,2.18172
Sr0.375La0.625Mn0.375Ni0.375Ti0.25,2.04266,2.20602,2.36938,1.91718,2.06265,2.20812
Sr0.375La0.625Mn0.5Mg0.25Ti0.25,2.25188,2.38886,2.52583,2.12756,2.24336,2.35915
Sr0.375La0.625Mn0.5Ni0.25Ti0.25,2.22354,2.37781,2.53209,2.09763,2.23204,2.36646
Sr0.375La0.625Mn0.625Mg0.125Ti0.25,2.26093,2.41714,2.57336,2.12973,2.2699,2.41008
Sr0.375La0.625Mn0.625Ni0.125Ti0.25,2.22806,2.39853,2.56899,2.09649,2.25156,2.40663
Sr0.375Sm0.625Fe0.25Cu0.375Ti0.375,2.48727,2.58659,2.68591,2.3397,2.42863,2.51756
Sr0.375Y0.125Sm0.5Cu0.625Ti0.375,2.12342,2.30561,2.48779,1.98603,2.15013,2.31422
Sr0.375Y0.25Sm0.375Cu0.625Ti0.375,2.03755,2.11922,2.20089,1.90318,1.96765,2.03213
Sr0.375Y0.375Sm0.25Cu0.625Ti0.375,2.19812,2.14383,2.08954,2.05121,1.99218,1.93315
Sr0.375Y0.5Sm0.125Cu0.625Ti0.375,2.3269,2.25772,2.18855,2.17309,2.10616,2.03923
Sr0.375Y0.5Sm0.125Mn0.75Ti0.25,2.22803,2.3001,2.37217,2.06284,2.13613,2.20942
Sr0.375Y0.625Co0.125Mn0.625Ti0.25,2.24857,2.46488,2.68118,2.08834,2.30395,2.51957
Sr0.375Y0.625Co0.125Mn0.75Ti0.125,2.1055,2.13621,2.16693,1.9435,1.97138,1.99926
Sr0.375Y0.625Cu0.125Mn0.625Ti0.25,2.30933,2.47858,2.64783,2.15139,2.31716,2.48291
Sr0.375Y0.625Cu0.125Mn0.75Ti0.125,2.16456,2.14653,2.1285,2.00404,1.98165,1.95926
Sr0.375Y0.625Cu0.25Mn0.5Ti0.25,2.02537,2.35398,2.68258,1.87515,2.19325,2.51135
Sr0.375Y0.625Fe0.125Cu0.125Mn0.75,2.10021,2.08313,2.06605,1.92205,1.91123,1.90041
Sr0.375Y0.625Fe0.125Mn0.625Ti0.25,2.31355,2.49783,2.68211,2.15465,2.33531,2.51597
Sr0.375Y0.625Fe0.125Mn0.75Mg0.125,2.10347,2.08233,2.06119,1.927,1.91045,1.89389
Sr0.375Y0.625Fe0.125Mn0.75Ni0.125,2.06591,2.04989,2.03387,1.89105,1.87993,1.86881
Sr0.375Y0.625Fe0.125Mn0.75Ti0.125,2.20521,2.21326,2.22132,2.04259,2.04717,2.05174
Sr0.375Y0.625Fe0.25Mn0.625Ti0.125,2.06503,2.22373,2.38244,1.90386,2.06192,2.21996
Sr0.375Y0.625Mn0.5Mg0.25Ti0.25,2.00133,2.30514,2.60895,1.85752,2.14905,2.44057
Sr0.375Y0.625Mn0.5Ni0.25Ti0.25,2.0532,2.26729,2.48137,1.90504,2.11087,2.31669
Sr0.375Y0.625Mn0.625Mg0.125Ti0.25,2.30491,2.4736,2.64228,2.14885,2.31247,2.47608
Sr0.375Y0.625Mn0.625Ni0.125Ti0.25,2.29885,2.44924,2.59963,2.14294,2.28903,2.43513
Sr0.375Y0.625Mn0.75Mg0.125Ti0.125,2.16782,2.14573,2.12364,2.00899,1.98087,1.95274
Sr0.375Y0.625Mn0.75Ni0.125Ti0.125,2.13918,2.11527,2.09137,1.9811,1.95149,1.92188
Sr0.5Ba0.125K0.375Fe0.125.875,2.29375,2.33642,2.37908,2.15394,2.19035,2.23088
Sr0.5Ba0.125Sm0.375Co0.625Ti0.375,2.45498,2.56639,2.67781,2.32264,2.42202,2.52141
Sr0.5Ba0.125Sm0.375Mg0.625Ti0.375,2.13931,2.2514,2.3635,2.00973,2.11243,2.21512
Sr0.5Ba0.125Sm0.375Mn0.625Ti0.375,2.48456,2.59637,2.70819,2.3505,2.45108,2.55166
Sr0.5Ba0.125Sm0.375Ni0.625Ti0.375,2.28421,2.38343,2.48266,2.15292,2.24008,2.32724
Sr0.5Ba0.125Y0.375Mg0.625Ti0.375,2.25404,2.4064,2.55875,2.11318,2.26809,2.42299
Sr0.5Ba0.125Y0.375Ni0.625Ti0.375,2.43527,2.54775,2.66022,2.28863,2.40426,2.51989
Sr0.5Ba0.25Ca0.25Co0.625Ti0.375,1.97964,2.25925,2.53887,1.84426,2.12764,2.41101
Sr0.5Ba0.25Ca0.25Mg0.625Ti0.375,1.97964,2.25925,2.53887,1.84426,2.12764,2.41101
Sr0.5Ba0.25Ca0.25Mn0.625Ti0.375,1.97964,2.25925,2.53887,1.84426,2.12764,2.41101
Sr0.5Ba0.25Ca0.25Ni0.625Ti0.375,1.97367,2.25936,2.54504,1.83842,2.1277,2.41698
Sr0.5Ba0.25Sm0.25Co0.625Ti0.375,2.05096,2.37699,2.70302,1.91636,2.24066,2.56497
Sr0.5Ba0.25Sm0.25Mg0.625Ti0.375,2.05096,2.37699,2.70302,1.91636,2.24066,2.56497
Sr0.5Ba0.25Sm0.25Mn0.625Ti0.375,2.05096,2.37699,2.70302,1.91636,2.24066,2.56497
Sr0.5Ba0.25Sm0.25Ni0.625Ti0.375,2.04499,2.37709,2.7092,1.91051,2.24073,2.57094
Sr0.5Ba0.25Y0.25Co0.625Ti0.375,2.03319,2.373,2.71282,1.90822,2.24174,2.57526
Sr0.5Ba0.25Y0.25Mg0.625Ti0.375,2.01274,2.36362,2.71451,1.88724,2.23218,2.57713
Sr0.5Ba0.25Y0.25Mn0.625Ti0.375,2.03319,2.373,2.71282,1.90822,2.24174,2.57526
Sr0.5Ba0.25Y0.25Ni0.625Ti0.375,2.00536,2.35347,2.70158,1.87966,2.22186,2.56407
Sr0.5Ca0.125K0.375Fe0.125.875,2.29375,2.33642,2.37908,2.15394,2.19035,2.23088
Sr0.5Ca0.125Sm0.375Fe0.625Ti0.375,2.01906,2.09881,2.17857,1.86465,1.95223,2.03981
Sr0.5Ca0.125Sm0.375Mg0.625Ti0.375,2.29095,2.34574,2.40053,2.15778,2.20282,2.24787
Sr0.5Ca0.125Sm0.375Ni0.625Ti0.375,2.44344,2.47867,2.5139,2.30849,2.33066,2.35284
Sr0.5Ca0.125Y0.375Fe0.625Ti0.375,2.03187,2.20764,2.3834,1.86764,2.0599,2.25215
Sr0.5Ca0.125Y0.375Mg0.625Ti0.375,2.37308,2.49171,2.61033,2.22911,2.34974,2.47037
Sr0.5Ca0.125Y0.375Ni0.625Ti0.375,2.56191,2.61369,2.66547,2.41127,2.46545,2.51963
Sr0.5Ca0.25La0.25Mg0.625Ti0.375,2.46685,2.60098,2.73511,2.33838,2.46412,2.58986
Sr0.5Ca0.25Sm0.25Co0.625Ti0.375,2.349,2.50991,2.67082,2.21555,2.37115,2.52676
Sr0.5Ca0.25Sm0.25Mg0.625Ti0.375,2.24445,2.41744,2.59042,2.11149,2.27983,2.44817
Sr0.5Ca0.25Sm0.25Mn0.625Ti0.375,2.34794,2.52053,2.69313,2.21465,2.3816,2.54854
Sr0.5Ca0.25Sm0.25Ni0.625Ti0.375,2.27617,2.44496,2.61375,2.14296,2.30624,2.46953
Sr0.5Ca0.25Y0.25Co0.625Ti0.375,2.31952,2.50487,2.69022,2.19066,2.37016,2.54965
Sr0.5Ca0.25Y0.25Mg0.625Ti0.375,2.19452,2.40301,2.61151,2.06563,2.26928,2.47293
Sr0.5Ca0.25Y0.25Mn0.625Ti0.375,2.31845,2.51549,2.71253,2.18977,2.3806,2.57143
Sr0.5Ca0.25Y0.25Ni0.625Ti0.375,2.22483,2.42028,2.61573,2.09537,2.28531,2.47526
Sr0.5Ca0.375La0.125Co0.625Ti0.375,2.26448,2.30216,2.33985,2.12224,2.16545,2.20866
Sr0.5Ca0.375La0.125Mg0.625Ti0.375,2.26448,2.30216,2.33985,2.12224,2.16545,2.20866
Sr0.5Ca0.375La0.125Mn0.625Ti0.375,2.25798,2.29577,2.33355,2.11617,2.15913,2.20208
Sr0.5Ca0.375La0.125Ni0.625Ti0.375,2.25939,2.29157,2.32376,2.11728,2.15491,2.19253
Sr0.5Ca0.375Y0.125Co0.625Ti0.375,2.0567,2.22189,2.38708,1.9089,2.08796,2.26703
Sr0.5Ca0.375Y0.125Mg0.625Ti0.375,2.0567,2.22189,2.38708,1.9089,2.08796,2.26703
Sr0.5Ca0.375Y0.125Mn0.625Ti0.375,2.0502,2.21549,2.38078,1.90283,2.08164,2.26044
Sr0.5Ca0.375Y0.125Ni0.625Ti0.375,2.0516,2.2113,2.37099,1.90394,2.07742,2.2509
Sr0.5Ca0.5Co0.125Mg0.5Ti0.375,2.06526,2.21607,2.36687,1.9114,2.08388,2.25635
Sr0.5Ca0.5Co0.125Mn0.5Ti0.375,2.06579,2.21046,2.35512,1.91211,2.07814,2.24417
Sr0.5Ca0.5Co0.125Ni0.5Ti0.375,2.05518,2.20305,2.35091,1.90222,2.07123,2.24023
Sr0.5Ca0.5Co0.25Mg0.375Ti0.375,2.06526,2.21607,2.36687,1.9114,2.08388,2.25635
Sr0.5Ca0.5Co0.25Mn0.375Ti0.375,2.06579,2.21046,2.35512,1.91211,2.07814,2.24417
Sr0.5Ca0.5Co0.25Ni0.375Ti0.375,2.05955,2.20285,2.34614,1.90582,2.07038,2.23494
Sr0.5Ca0.5Co0.375Cu0.25Ti0.375,2.05915,2.18926,2.31936,1.90674,2.05676,2.20677
Sr0.5Ca0.5Co0.375Mg0.25Ti0.375,2.06526,2.21607,2.36687,1.9114,2.08388,2.25635
Sr0.5Ca0.5Co0.375Mn0.25Ti0.375,2.06579,2.21046,2.35512,1.91211,2.07814,2.24417
Sr0.5Ca0.5Co0.375Ni0.25Ti0.375,2.06526,2.21607,2.36687,1.9114,2.08388,2.25635
Sr0.5Ca0.5Co0.5Cu0.125Ti0.375,2.06526,2.21607,2.36687,1.9114,2.08388,2.25635
Sr0.5Ca0.5Co0.5Mg0.125Ti0.375,2.06526,2.21607,2.36687,1.9114,2.08388,2.25635
Sr0.5Ca0.5Co0.5Mn0.125Ti0.375,2.06526,2.21607,2.36687,1.9114,2.08388,2.25635
Sr0.5Ca0.5Co0.5Ni0.125Ti0.375,2.06526,2.21607,2.36687,1.9114,2.08388,2.25635
Sr0.5Ca0.5Cu0.125Mg0.5Ti0.375,2.06526,2.21607,2.36687,1.9114,2.08388,2.25635
Sr0.5Ca0.5Cu0.125Mn0.5Ti0.375,2.06579,2.21046,2.35512,1.91211,2.07814,2.24417
Sr0.5Ca0.5Cu0.125Ni0.5Ti0.375,2.05518,2.20305,2.35091,1.90222,2.07123,2.24023
Sr0.5Ca0.5Cu0.25Mg0.375Ti0.375,2.05915,2.18926,2.31936,1.90674,2.05676,2.20677
Sr0.5Ca0.5Cu0.25Mn0.375Ti0.375,2.05915,2.18926,2.31936,1.90674,2.05676,2.20677
Sr0.5Ca0.5Cu0.25Ni0.375Ti0.375,2.05344,2.17604,2.29864,1.90116,2.04326,2.18536
Sr0.5Ca0.5Fe0.125Co0.5Ti0.375,2.07543,2.18246,2.28948,1.91696,2.04675,2.17653
Sr0.5Ca0.5Fe0.125Mg0.5Ti0.375,2.07543,2.18246,2.28948,1.91696,2.04675,2.17653
Sr0.5Ca0.5Fe0.125Mn0.5Ti0.375,2.07227,2.18006,2.28784,1.91413,2.04426,2.17439
Sr0.5Ca0.5Fe0.125Ni0.5Ti0.375,2.06535,2.16944,2.27352,1.90778,2.03409,2.16041
Sr0.5Ca0.5Fe0.25Co0.375Ti0.375,2.08618,2.1356,2.18502,1.92612,1.99911,2.07209
Sr0.5Ca0.5Fe0.25Mg0.375Ti0.375,2.08618,2.1356,2.18502,1.92612,1.99911,2.07209
Sr0.5Ca0.5Fe0.25Mn0.375Ti0.375,2.08303,2.13321,2.18339,1.92329,1.99663,2.06996
Sr0.5Ca0.5Fe0.25Ni0.375Ti0.375,2.08047,2.12239,2.1643,1.92053,1.98561,2.05068
Sr0.5Ca0.5Mg0.125Ni0.5Ti0.375,2.05518,2.20305,2.35091,1.90222,2.07123,2.24023
Sr0.5Ca0.5Mg0.25Ni0.375Ti0.375,2.05955,2.20285,2.34614,1.90582,2.07038,2.23494
Sr0.5Ca0.5Mg0.375Ni0.25Ti0.375,2.06526,2.21607,2.36687,1.9114,2.08388,2.25635
Sr0.5Ca0.5Mg0.5Ni0.125Ti0.375,2.06526,2.21607,2.36687,1.9114,2.08388,2.25635
Sr0.5Ca0.5Mn0.125Mg0.5Ti0.375,2.06526,2.21607,2.36687,1.9114,2.08388,2.25635
Sr0.5Ca0.5Mn0.125Ni0.5Ti0.375,2.05518,2.20305,2.35091,1.90222,2.07123,2.24023
Sr0.5Ca0.5Mn0.25Mg0.375Ti0.375,2.06579,2.21046,2.35512,1.91211,2.07814,2.24417
Sr0.5Ca0.5Mn0.25Ni0.375Ti0.375,2.06008,2.19724,2.3344,1.90653,2.06464,2.22276
Sr0.5Ca0.5Mn0.375Mg0.25Ti0.375,2.06579,2.21046,2.35512,1.91211,2.07814,2.24417
Sr0.5Ca0.5Mn0.375Ni0.25Ti0.375,2.06579,2.21046,2.35512,1.91211,2.07814,2.24417
Sr0.5Ca0.5Mn0.5Mg0.125Ti0.375,2.06579,2.21046,2.35512,1.91211,2.07814,2.24417
Sr0.5Ca0.5Mn0.5Ni0.125Ti0.375,2.06579,2.21046,2.35512,1.91211,2.07814,2.24417
Sr0.5K0.125Sm0.375Ni0.625Ti0.375,1.9854,2.24173,2.49806,1.84427,2.09319,2.34226
Sr0.5K0.125Y0.375Ni0.625Ti0.375,2.18243,2.40163,2.62083,2.03026,2.25183,2.47357
Sr0.5K0.375Sm0.125Fe0.125.875,2.29375,2.33642,2.37908,2.15394,2.19035,2.23088
Sr0.5K0.375Y0.125Fe0.125.875,2.30423,2.35259,2.40095,2.16417,2.2064,2.25267
Sr0.5La0.125K0.375Fe0.125.875,2.29375,2.33642,2.37908,2.15394,2.19035,2.23088
Sr0.5La0.125Sm0.375Fe0.625Ti0.375,2.44199,2.46637,2.49077,2.28587,2.31117,2.33648
Sr0.5La0.125Sm0.375Mg0.625Ti0.375,2.42105,2.43629,2.45153,2.28544,2.28994,2.29444
Sr0.5La0.125Sm0.375Ni0.625Ti0.375,2.63772,2.67409,2.71046,2.5002,2.52214,2.54408
Sr0.5La0.125Y0.375Cu0.625Ti0.375,2.10108,2.04508,1.98907,1.94637,1.89833,1.85029
Sr0.5La0.125Y0.375Mg0.625Ti0.375,2.49918,2.58301,2.66684,2.34976,2.43781,2.52586
Sr0.5La0.25Sm0.25Cu0.625Ti0.375,2.07366,2.06639,2.05912,1.94461,1.92232,1.90003
Sr0.5La0.25Y0.25Cu0.625Ti0.375,2.0682,2.08839,2.10857,1.93653,1.94744,1.95835
Sr0.5La0.25Y0.25Fe0.625Ti0.375,2.14621,2.41864,2.69108,2.00933,2.27434,2.53935
Sr0.5La0.375K0.125Mg0.625Ti0.375,2.12259,2.40068,2.67877,1.98924,2.25948,2.52988
Sr0.5La0.375Sm0.125Cu0.625Ti0.375,2.23641,2.18462,2.13283,2.10597,2.04152,1.97706
Sr0.5La0.375Sm0.125Mn0.75Ti0.25,1.98131,2.24823,2.51516,1.8497,2.10141,2.35313
Sr0.5La0.375Y0.125Cu0.625Ti0.375,2.21978,2.17811,2.13644,2.08924,2.03549,1.98174
Sr0.5La0.5Co0.125Cu0.5Ti0.375,2.29372,2.28504,2.27636,2.15811,2.13865,2.11919
Sr0.5La0.5Co0.125Mn0.625Ti0.25,2.11752,2.27051,2.42351,2.00074,2.12453,2.24832
Sr0.5La0.5Co0.25Cu0.375Ti0.375,2.33127,2.34745,2.36362,2.19525,2.20102,2.20679
Sr0.5La0.5Co0.25Mn0.5Ti0.25,2.11119,2.26193,2.41268,2.0046,2.11771,2.23082
Sr0.5La0.5Co0.375Mn0.375Ti0.25,2.00157,2.14425,2.28692,1.89276,2.00083,2.1089
Sr0.5La0.5Cu0.125Mn0.625Ti0.25,2.12054,2.29467,2.46879,2.0038,2.14891,2.29402
Sr0.5La0.5Cu0.375Mg0.25Ti0.375,2.33127,2.34745,2.36362,2.19525,2.20102,2.20679
Sr0.5La0.5Cu0.375Mn0.25Ti0.375,2.33127,2.34745,2.36362,2.19525,2.20102,2.20679
Sr0.5La0.5Cu0.375Ni0.25Ti0.375,2.33127,2.34745,2.36362,2.19525,2.20102,2.20679
Sr0.5La0.5Cu0.5Mg0.125Ti0.375,2.29372,2.28504,2.27636,2.15811,2.13865,2.11919
Sr0.5La0.5Cu0.5Mn0.125Ti0.375,2.29372,2.28504,2.27636,2.15811,2.13865,2.11919
Sr0.5La0.5Cu0.5Ni0.125Ti0.375,2.29372,2.28504,2.27636,2.15811,2.13865,2.11919
Sr0.5La0.5Fe0.125Cu0.5Ti0.375,2.3881,2.26437,2.14063,2.25467,2.11836,1.98204
Sr0.5La0.5Fe0.125Mn0.625Ti0.25,2.12593,2.28444,2.44296,2.00921,2.13842,2.26764
Sr0.5La0.5Fe0.25Cu0.375Ti0.375,2.47313,2.3529,2.23268,2.34102,2.20612,2.07122
Sr0.5La0.5Fe0.25Mn0.5Ti0.25,2.13873,2.27945,2.42016,2.0325,2.13496,2.23743
Sr0.5La0.5Fe0.375Mn0.375Ti0.25,2.10909,2.27341,2.43773,2.00574,2.13012,2.25451
Sr0.5La0.5Fe0.5Mn0.25Ti0.25,1.95527,2.23524,2.51521,1.8378,2.09235,2.34691
Sr0.5La0.5Mn0.5Mg0.25Ti0.25,2.10412,2.27235,2.44059,1.99608,2.12834,2.26059
Sr0.5La0.5Mn0.5Ni0.25Ti0.25,2.10008,2.2706,2.44111,1.98966,2.12525,2.26085
Sr0.5La0.5Mn0.625Mg0.125Ti0.25,2.12054,2.29467,2.46879,2.0038,2.14891,2.29402
Sr0.5La0.5Mn0.625Ni0.125Ti0.25,2.12054,2.29467,2.46879,2.0038,2.14891,2.29402
Sr0.5Sm0.5Co0.125Cu0.5Ti0.375,2.05129,2.20923,2.36716,1.91071,2.05118,2.19164
Sr0.5Sm0.5Co0.25Cu0.375Ti0.375,2.1022,2.31609,2.52997,1.95961,2.15789,2.35617
Sr0.5Sm0.5Cu0.375Mg0.25Ti0.375,2.09274,2.30604,2.51934,1.95108,2.14833,2.34556
